Регион,Год,Число больничных коек,Мощность амбулаторно-поликлинических организаций,Численность врачей всех специальностей,Численность среднего медицинского персонала,Заболеваемость на 1000 человек населения,Среднедушевые денежные доходы населения,Смертность населения в трудоспособном возрасте,Число предприятий и организаций,Выбросы загрязняющих веществ в атмосферный воздух,Улавливание загрязняющих атмосферу веществ,Сброс загрязненных сточных вод в поверхностные водные объекты,Средняя продолжительность жизни,ФО
Алтайский край,2005,117.7,281.1,46.7,109.9,987.2,4640.0,853.7,21857.0,233.0,787.0,34.0,64.62,siberian
Алтайский край,2010,112.1,347.8,48.7,109.2,1035.7,11029.0,668.0,21857.0,207.0,776.0,15.0,68.36,siberian
Алтайский край,2011,108.1,285.5,50.4,111.9,1052.4,12500.0,646.4,56770.0,204.0,712.0,12.0,68.97,siberian
Алтайский край,2012,105.0,292.6,46.0,109.7,1087.5,13617.0,637.2,53684.0,216.0,822.0,8.0,69.11,siberian
Алтайский край,2013,103.6,294.3,45.7,109.4,1090.3,15896.0,623.1,55454.0,201.0,558.0,8.0,69.77,siberian
Алтайский край,2014,100.8,298.8,44.9,110.3,1082.3,18291.0,611.8,55916.0,203.0,548.0,11.0,70.01,siberian
Алтайский край,2015,97.6,300.5,42.9,112.7,1096.5,20860.0,597.5,21857.0,204.0,549.0,16.0,70.44,siberian
Алтайский край,2016,96.9,305.5,43.1,111.6,1130.3,21256.0,583.8,56374.0,213.0,576.0,18.0,70.74,siberian
Алтайский край,2017,94.7,302.5,43.3,109.7,1088.1,22139.0,562.2,53486.0,204.0,614.0,17.0,71.1,siberian
Алтайский край,2018,92.0,304.8,42.7,105.3,1089.2,22829.0,577.5,50228.0,192.0,599.0,17.0,71.11,siberian
Алтайский край,2019,91.8,309.0,42.6,104.6,1090.0,23993.0,556.8,21857.0,169.0,521.0,32.0,71.61,siberian
Алтайский край,2020,90.9,307.7,43.4,102.6,987.5,23917.0,613.9,21857.0,175.0,520.0,13.0,70.19,siberian
Алтайский край,2021,90.4,316.1,43.0,99.2,1152.5,26010.0,688.3,21857.0,177.0,534.0,14.0,68.6,siberian
Амурская область,2005,144.2,282.5,60.7,124.7,658.1,5988.0,1136.1,21857.0,104.0,229.0,100.0,60.22,far_eastern
Амурская область,2010,114.7,280.2,62.8,125.5,777.7,14323.0,891.6,21857.0,119.0,284.0,82.0,64.36,far_eastern
Амурская область,2011,126.9,305.3,65.6,134.1,794.0,17790.0,873.7,14892.0,134.0,322.0,79.0,64.82,far_eastern
Амурская область,2012,112.0,318.2,60.4,134.6,827.5,21800.0,828.6,15121.0,127.0,321.0,78.0,65.12,far_eastern
Амурская область,2013,117.1,315.5,60.6,143.5,812.5,23036.0,794.6,15723.0,125.0,320.0,77.0,66.38,far_eastern
Амурская область,2014,109.3,293.2,58.8,118.5,809.8,25385.0,752.3,16182.0,132.0,330.0,45.0,67.0,far_eastern
Амурская область,2015,102.4,315.7,55.4,116.1,839.2,28240.0,753.5,21857.0,127.0,350.0,73.0,67.27,far_eastern
Амурская область,2016,90.8,282.9,54.2,113.3,836.2,27976.0,715.7,16715.0,135.0,385.0,74.0,68.28,far_eastern
Амурская область,2017,95.5,289.3,55.7,117.5,848.8,29213.0,630.9,15753.0,133.0,331.0,67.0,69.06,far_eastern
Амурская область,2018,95.7,285.9,55.0,109.1,852.9,30937.0,654.6,15418.0,113.0,359.0,67.0,69.11,far_eastern
Амурская область,2019,95.4,296.4,54.9,106.3,846.8,33304.0,681.7,21857.0,124.0,349.0,65.0,68.66,far_eastern
Амурская область,2020,95.0,298.5,55.4,107.7,807.1,35508.0,770.2,21857.0,136.0,331.0,66.0,67.38,far_eastern
Амурская область,2021,98.2,427.2,56.8,109.0,927.1,39626.0,807.7,21857.0,150.0,380.0,67.0,66.3,far_eastern
Архангельская область,2011,101.9,346.7,56.6,136.7,1061.1,21455.0,714.0,26121.0,373.0,656.0,375.0,68.75,north_western
Архангельская область,2012,107.6,367.2,54.8,139.2,1067.3,23142.0,656.4,26068.0,271.0,648.0,364.0,69.65,north_western
Архангельская область,2013,106.0,376.1,54.5,138.9,1028.9,25343.0,627.2,26752.0,245.0,570.0,341.0,70.16,north_western
Архангельская область,2014,103.8,377.4,55.8,138.1,1007.5,28111.0,633.6,25758.0,262.0,452.0,336.0,70.23,north_western
Архангельская область,2016,93.5,382.4,53.9,134.8,1016.4,31394.0,635.1,24291.0,245.0,436.0,329.0,70.82,north_western
Архангельская область,2017,91.2,389.6,55.0,132.7,1012.3,32310.0,568.4,23153.0,251.0,417.0,325.0,71.94,north_western
Архангельская область,2018,88.3,395.0,56.0,130.8,1018.8,33830.0,569.3,22117.0,204.0,416.0,323.0,72.1,north_western
Архангельская область без автономного округа,2005,122.4,342.6,53.7,142.9,903.0,25860.23717948718,653.9928240740742,23797.0,259.0,549.6728888888889,464.0,69.34333333333335,north_western
Архангельская область без автономного округа,2010,101.9,358.5,57.0,139.6,1021.4,25860.23717948718,653.9928240740742,25344.0,263.0,549.6728888888889,415.0,69.34333333333335,north_western
Архангельская область без автономного округа,2011,101.2,349.9,56.9,137.4,1036.3,22884.0,592.2,24992.0,215.0,107.5,82.0,68.84,north_western
Архангельская область без автономного округа,2012,107.1,370.9,55.0,140.1,1042.3,22884.0,592.2,24959.0,201.0,107.5,82.0,69.71,north_western
Архангельская область без автономного округа,2013,105.5,380.0,54.7,139.7,1008.6,23799.0,592.2,25614.0,173.0,107.5,82.0,70.27,north_western
Архангельская область без автономного округа,2014,103.2,381.1,56.1,138.5,991.3,26643.0,592.2,24631.0,176.0,107.5,82.0,70.2,north_western
Архангельская область без автономного округа,2015,97.4,383.3,53.5,137.9,1015.9,25860.23717948718,653.9928240740742,25049.0,158.0,549.6728888888889,330.0,69.34333333333335,north_western
Архангельская область без автономного округа,2016,93.5,387.6,54.1,135.2,1002.2,29837.0,592.2,23212.0,158.0,107.5,82.0,70.8,north_western
Архангельская область без автономного округа,2017,91.2,394.3,55.4,133.2,998.5,30707.0,592.2,22107.0,151.0,107.5,82.0,71.96,north_western
Архангельская область без автономного округа,2018,88.4,399.8,56.3,131.1,1004.9,32054.0,592.2,21106.0,131.0,107.5,82.0,72.09,north_western
Архангельская область без автономного округа,2019,84.0,405.6,55.6,126.9,980.2,25860.23717948718,653.9928240740742,20009.0,137.0,549.6728888888889,323.0,69.34333333333335,north_western
Архангельская область без автономного округа,2020,80.8,405.9,55.0,125.1,945.6,25860.23717948718,653.9928240740742,18936.0,131.0,549.6728888888889,321.0,69.34333333333335,north_western
Архангельская область без автономного округа,2021,83.0,417.9,55.6,121.7,1028.0,25860.23717948718,653.9928240740742,17772.0,141.0,549.6728888888889,293.0,69.34333333333335,north_western
Астраханская область,2005,117.2,290.3,65.7,118.1,705.9,5636.0,804.6,21857.0,131.0,22.0,68.0,65.36,southern
Астраханская область,2010,101.8,281.4,68.2,115.2,744.4,14697.0,614.0,21857.0,125.0,15.0,69.0,69.08,southern
Астраханская область,2011,106.6,283.9,70.3,98.9,739.0,16032.0,600.0,17880.0,132.0,13.0,71.0,69.84,southern
Астраханская область,2012,103.0,279.5,65.7,100.0,703.0,17789.0,563.4,17952.0,134.0,13.0,56.0,70.36,southern
Астраханская область,2013,98.7,276.9,65.8,101.6,681.6,19950.0,508.7,18515.0,130.0,11.0,52.0,71.34,southern
Астраханская область,2014,95.9,272.1,64.4,116.3,669.1,21979.0,544.1,18736.0,118.0,6.0,50.0,70.76,southern
Астраханская область,2015,94.0,271.1,60.8,122.9,620.6,23832.0,537.3,21857.0,119.0,6.0,41.0,71.36,southern
Астраханская область,2016,92.3,271.1,61.4,121.1,646.7,22841.0,509.2,18063.0,127.0,8.0,51.0,72.2,southern
Астраханская область,2017,88.3,275.3,61.9,119.4,596.1,22884.0,441.3,17139.0,103.0,6.0,49.0,73.35,southern
Астраханская область,2018,88.6,279.6,61.2,113.0,617.5,23670.0,417.8,15946.0,33.0,11.0,49.0,73.48,southern
Астраханская область,2019,86.0,276.1,61.2,111.7,611.9,24971.0,422.0,21857.0,104.0,23.0,36.0,73.86,southern
Астраханская область,2020,86.7,281.3,62.1,115.1,608.3,25206.0,500.3,21857.0,112.0,27.0,30.0,72.01,southern
Астраханская область,2021,82.7,287.7,59.4,113.2,746.3,26833.0,579.5,21857.0,91.0,15.0,34.0,69.9,southern
Белгородская область,2005,111.5,224.2,39.6,117.8,780.0,5276.0,618.6,21857.0,102.0,911.0,11.0,68.43,central
Белгородская область,2010,81.4,232.4,40.4,116.1,756.7,16993.0,502.9,21857.0,132.0,764.0,77.0,71.31,central
Белгородская область,2011,89.8,264.3,47.7,111.6,890.0,18460.0,592.2,105182.0,84.5,107.5,82.0,68.79,central
Белгородская область,2012,89.8,264.3,47.7,111.6,881.9,19816.0,592.2,105215.0,84.5,107.5,82.0,68.97,central
Белгородская область,2013,89.8,264.3,47.7,111.6,876.1,21971.0,592.2,108316.0,84.5,107.5,82.0,69.52,central
Белгородская область,2014,89.8,264.3,47.7,111.6,873.3,23070.0,592.2,108881.0,84.5,107.5,82.0,69.71,central
Белгородская область,2015,77.1,241.7,41.3,113.4,707.4,28043.0,465.9,21857.0,118.0,639.0,61.0,72.61,central
Белгородская область,2016,89.8,264.3,47.7,111.6,884.1,23657.0,592.2,110429.0,84.5,107.5,82.0,70.5,central
Белгородская область,2017,89.8,264.3,47.7,111.6,883.9,23719.0,592.2,98305.0,84.5,107.5,82.0,71.53,central
Белгородская область,2018,89.8,264.3,47.7,111.6,874.2,24386.0,592.2,89244.0,84.5,107.5,82.0,71.64,central
Белгородская область,2019,70.4,270.2,40.5,106.1,694.5,32398.0,415.8,21857.0,157.0,853.0,69.0,74.21,central
Белгородская область,2020,69.5,271.8,40.4,105.0,714.0,32884.0,499.7,21857.0,168.0,1075.0,66.0,72.37,central
Белгородская область,2021,70.9,282.9,41.9,105.5,796.4,35612.0,556.3,21857.0,156.0,874.0,61.0,70.67,central
Брянская область,2005,127.4,224.5,36.4,113.7,756.4,4788.0,1021.3,21857.0,49.0,737.0,89.0,63.4,central
Брянская область,2010,92.2,243.1,36.2,113.8,820.2,13358.0,720.2,21857.0,35.0,560.0,78.0,67.92,central
Брянская область,2011,91.4,251.1,36.1,112.5,855.9,15348.0,687.0,21807.0,37.0,477.0,75.0,68.83,central
Брянская область,2012,93.8,263.2,36.7,113.2,847.8,17469.0,681.6,21601.0,39.0,523.0,71.0,69.06,central
Брянская область,2013,89.7,284.2,36.7,113.2,861.1,18707.0,652.0,22152.0,37.0,587.0,68.0,69.75,central
Брянская область,2014,83.7,272.3,37.1,114.3,826.3,20594.0,693.3,22744.0,36.0,481.0,62.0,69.42,central
Брянская область,2015,76.8,279.9,38.0,118.1,782.1,23428.0,634.4,21857.0,37.0,435.0,58.0,70.36,central
Брянская область,2016,74.9,284.4,39.1,119.6,776.0,24006.0,606.6,22072.0,39.0,425.0,58.0,70.92,central
Брянская область,2017,75.2,284.8,40.7,117.1,771.6,25107.0,582.2,20515.0,47.0,440.0,55.0,71.27,central
Брянская область,2018,75.8,290.3,40.5,112.3,767.4,26585.0,577.9,19235.0,40.0,103.0,54.0,71.71,central
Брянская область,2019,74.9,293.9,40.2,112.9,760.4,28422.0,567.3,21857.0,46.0,104.0,51.0,72.31,central
Брянская область,2020,75.5,300.6,40.5,112.9,767.8,28636.0,658.6,21857.0,47.0,102.0,50.0,70.63,central
Брянская область,2021,73.7,300.2,39.1,110.9,891.7,31608.0,747.6,21857.0,44.0,146.0,51.0,68.67,central
Владимирская область,2005,104.2,299.8,33.7,101.8,877.6,4107.0,1040.3,21857.0,29.0,9.0,155.0,63.51,central
Владимирская область,2010,77.3,314.9,33.1,94.6,926.8,12956.0,800.8,21857.0,35.0,14.0,129.0,67.12,central
Владимирская область,2011,83.9,324.4,34.8,95.0,931.4,14312.0,754.6,35422.0,35.0,14.0,126.0,68.08,central
Владимирская область,2012,84.4,320.7,33.7,93.6,941.3,16229.0,715.3,34833.0,32.0,13.0,124.0,68.6,central
Владимирская область,2013,85.3,323.7,33.9,92.5,924.0,18058.0,679.5,35383.0,32.0,14.0,120.0,69.13,central
Владимирская область,2014,84.8,328.7,33.8,92.0,913.9,19529.0,690.4,35413.0,31.0,14.0,110.0,69.25,central
Владимирская область,2015,86.0,341.4,33.8,99.0,937.7,22712.0,654.0,21857.0,30.0,6.0,109.0,69.82,central
Владимирская область,2016,84.0,345.9,33.9,98.9,944.2,22365.0,634.4,34662.0,33.0,7.0,109.0,70.28,central
Владимирская область,2017,83.4,352.0,34.4,98.4,887.6,23554.0,597.2,32376.0,37.0,6.0,105.0,71.15,central
Владимирская область,2018,83.4,354.0,34.9,93.6,919.2,23539.0,593.9,30959.0,42.0,8.0,99.0,71.23,central
Владимирская область,2019,82.9,355.6,35.1,93.0,895.2,25391.0,562.3,21857.0,54.0,10.0,94.0,71.87,central
Владимирская область,2020,84.4,361.6,36.5,92.3,932.9,25955.0,679.1,21857.0,60.0,12.0,95.0,70.03,central
Владимирская область,2021,87.3,376.4,37.5,93.9,1093.9,28489.0,758.7,21857.0,62.0,12.0,94.0,68.11,central
Волгоградская область,2005,119.4,238.4,48.1,101.0,716.7,5908.0,722.5,63277.0,221.0,378.0,204.0,67.02,southern
Волгоградская область,2010,109.0,255.1,50.5,99.8,710.2,13775.0,585.1,56467.0,201.0,232.0,186.0,69.66,southern
Волгоградская область,2011,106.7,255.9,50.5,93.5,708.6,14519.0,561.7,52909.0,178.0,201.0,150.0,70.5,southern
Волгоградская область,2012,104.1,262.9,47.2,92.9,699.8,16011.0,533.1,53221.0,171.0,211.0,144.0,70.99,southern
Волгоградская область,2013,96.2,258.8,48.2,92.1,720.1,18067.0,514.6,54734.0,173.0,228.0,141.0,71.42,southern
Волгоградская область,2014,88.5,260.0,48.2,103.0,671.0,19388.0,525.9,55452.0,154.0,163.0,123.0,71.62,southern
Волгоградская область,2015,89.5,262.5,43.9,106.3,644.3,22103.0,515.8,55720.0,160.0,213.0,104.0,71.98,southern
Волгоградская область,2016,87.5,260.8,44.4,105.2,643.5,21419.0,498.5,51219.0,161.0,162.0,105.0,72.49,southern
Волгоградская область,2017,87.3,262.9,44.6,103.8,665.0,22037.0,447.6,46631.0,138.0,149.0,89.0,73.54,southern
Волгоградская область,2018,87.7,260.6,45.1,98.2,690.1,22813.0,457.6,43364.0,145.0,124.0,84.0,73.47,southern
Волгоградская область,2019,88.2,266.7,45.3,97.2,691.6,24160.0,438.2,38344.0,144.0,140.0,85.0,74.07,southern
Волгоградская область,2020,87.3,271.2,45.7,94.8,675.1,24995.0,519.8,35512.0,175.0,110.0,92.0,71.98,southern
Волгоградская область,2021,87.6,272.1,45.0,92.3,742.1,27677.0,586.5,33715.0,223.0,120.0,89.0,69.96,southern
Вологодская область,2005,116.8,276.7,35.3,120.2,803.1,6345.0,1045.7,31420.0,478.0,1636.0,172.0,63.18,north_western
Вологодская область,2010,89.5,287.4,34.6,115.9,886.3,14115.0,803.8,38566.0,474.0,1773.0,152.0,67.08,north_western
Вологодская область,2011,89.5,293.6,34.8,114.4,882.4,15638.0,723.7,39375.0,469.0,1609.0,157.0,68.36,north_western
Вологодская область,2012,89.5,300.9,35.3,111.6,867.9,18248.0,669.2,40316.0,473.0,1562.0,154.0,69.21,north_western
Вологодская область,2013,86.8,308.1,34.7,110.5,849.2,18993.0,659.5,42148.0,499.0,1247.0,148.0,69.35,north_western
Вологодская область,2014,81.1,302.5,35.2,111.0,853.1,21792.0,648.8,43302.0,491.0,1111.0,137.0,69.74,north_western
Вологодская область,2015,84.3,300.9,35.2,110.8,889.4,24991.0,623.8,45435.0,461.0,1326.0,145.0,70.4,north_western
Вологодская область,2016,78.0,308.6,34.8,109.2,917.6,26602.0,632.7,47729.0,441.0,1330.0,147.0,70.24,north_western
Вологодская область,2017,76.1,300.2,35.6,108.4,963.8,25920.0,559.8,42054.0,429.0,2137.0,157.0,71.26,north_western
Вологодская область,2018,77.2,308.1,35.3,108.2,985.4,26982.0,567.2,39658.0,376.0,2197.0,129.0,71.43,north_western
Вологодская область,2019,77.0,309.6,35.5,108.6,996.3,28418.0,548.2,36136.0,413.0,697.0,78.0,71.82,north_western
Вологодская область,2020,77.1,315.7,36.1,108.1,948.1,29682.0,632.3,34632.0,377.0,826.0,67.0,70.71,north_western
Вологодская область,2021,77.0,321.7,35.7,106.9,1101.8,31851.0,697.8,33554.0,380.0,822.0,67.0,69.08,north_western
Воронежская область,2005,107.1,208.5,53.1,117.6,525.4,5398.0,787.5,21857.0,52.0,42.0,169.0,66.5,central
Воронежская область,2010,91.1,241.3,52.6,115.6,549.9,13883.0,617.0,21857.0,77.0,51.0,134.0,69.45,central
Воронежская область,2011,94.0,253.6,54.0,117.5,553.3,15909.0,592.2,54221.0,72.0,52.0,135.0,70.41,central
Воронежская область,2012,93.2,241.2,54.3,116.4,542.5,18948.0,573.8,54218.0,79.0,49.0,131.0,70.84,central
Воронежская область,2013,91.9,239.4,54.2,114.7,525.0,21683.0,576.3,56126.0,76.0,53.0,129.0,70.89,central
Воронежская область,2014,91.9,240.1,54.1,113.3,527.3,24973.0,597.7,57592.0,68.0,84.0,122.0,70.82,central
Воронежская область,2015,85.7,241.4,51.7,114.1,545.6,29366.0,561.5,21857.0,69.0,89.0,117.0,71.67,central
Воронежская область,2016,84.1,247.8,50.9,111.0,549.9,29284.0,537.2,60358.0,73.0,88.0,122.0,72.08,central
Воронежская область,2017,82.2,254.0,51.7,111.1,540.5,29498.0,481.3,57411.0,76.0,107.0,119.0,73.03,central
Воронежская область,2018,82.1,256.3,52.3,109.4,526.6,30289.0,474.5,53495.0,104.0,142.0,119.0,73.15,central
Воронежская область,2019,78.8,255.6,52.9,109.1,524.5,32022.0,474.5,21857.0,105.0,115.0,119.0,73.63,central
Воронежская область,2020,79.1,255.7,52.3,107.2,531.9,32102.0,558.1,21857.0,116.0,137.0,118.0,71.91,central
Воронежская область,2021,78.5,264.1,53.6,106.9,622.5,35100.0,657.4,21857.0,111.0,137.0,117.0,69.49,central
Еврейская автономная область,2005,151.9,277.70061855670104,47.729278350515465,117.8,625.9,6406.0,1254.3,3825.0,28.0,100.0,14.0,59.2,far_eastern
Еврейская автономная область,2010,141.1,277.70061855670104,47.729278350515465,122.1,707.5,15348.0,940.3,3437.0,23.0,147.0,15.0,63.67,far_eastern
Еврейская автономная область,2011,146.1,242.7,36.6,113.5,712.2,16525.0,929.7,3454.0,25.0,150.0,16.0,63.35,far_eastern
Еврейская автономная область,2012,126.7,247.5,36.3,113.3,677.9,18450.0,891.3,3560.0,25.0,154.0,15.0,64.14,far_eastern
Еврейская автономная область,2013,126.0,249.4,37.7,113.6,674.2,20413.0,865.1,3540.0,24.0,104.0,14.0,64.94,far_eastern
Еврейская автономная область,2014,126.4,254.4,38.7,122.9,663.3,21838.0,845.5,3422.0,18.0,33.0,13.0,65.2,far_eastern
Еврейская автономная область,2015,124.5,277.70061855670104,47.729278350515465,122.3,669.8,23759.0,885.2,3445.0,19.0,45.0,14.0,65.04,far_eastern
Еврейская автономная область,2016,129.2,264.2,36.8,119.8,707.7,23069.0,798.1,3338.0,19.0,59.0,14.0,65.88,far_eastern
Еврейская автономная область,2017,121.6,274.1,37.0,121.8,687.7,23679.0,595.5,3214.0,23.0,106.0,14.0,68.83,far_eastern
Еврейская автономная область,2018,121.1,283.2,36.2,118.3,657.2,24696.0,641.4,3003.0,19.0,114.0,11.0,68.6,far_eastern
Еврейская автономная область,2019,121.2,277.70061855670104,47.729278350515465,121.5,639.7,26602.0,688.7,2654.0,16.0,110.0,13.0,68.08,far_eastern
Еврейская автономная область,2020,116.2,277.70061855670104,47.729278350515465,122.1,625.3,28126.0,713.5,2465.0,17.0,106.0,12.0,67.5,far_eastern
Еврейская автономная область,2021,128.5,277.70061855670104,47.729278350515465,117.8,743.7,30297.0,754.4,2365.0,17.0,80.0,12.0,66.12,far_eastern
Забайкальский край,2005,139.1,228.7,52.5,116.4,639.5,5908.0,1242.8,17898.0,140.0,389.0,83.0,59.33,siberian
Забайкальский край,2010,116.6,247.7,56.1,117.2,741.2,14205.0,824.3,16605.0,138.0,491.0,78.0,64.82,siberian
Забайкальский край,2011,111.3,258.8,57.2,87.1,725.1,15969.0,783.7,15746.0,131.0,478.0,95.0,65.75,siberian
Забайкальский край,2012,111.7,258.4,58.3,86.7,737.5,17546.0,751.7,16145.0,127.0,496.0,86.0,66.24,siberian
Забайкальский край,2013,111.3,246.5,52.8,87.4,737.5,19074.0,706.6,16672.0,127.0,529.0,35.0,67.11,siberian
Забайкальский край,2014,109.5,276.5,52.2,112.2,763.7,19692.0,713.8,16515.0,125.0,540.0,31.0,67.38,siberian
Забайкальский край,2015,101.4,229.3,48.8,109.9,695.2,22014.0,698.4,16585.0,119.0,527.0,35.0,67.34,siberian
Забайкальский край,2016,95.8,246.0,50.7,112.1,660.5,22080.0,649.4,15959.0,122.0,530.0,34.0,68.33,siberian
Забайкальский край,2017,99.0,253.8,51.9,115.5,707.7,22714.0,563.3,15032.0,134.0,554.0,45.0,69.64,siberian
Забайкальский край,2018,98.8,251.7,50.2,112.4,726.9,23992.0,604.3,14491.0,104.0,523.0,52.0,68.99,siberian
Забайкальский край,2019,97.7,280.2,50.9,112.7,756.9,25750.0,628.4,13498.0,111.0,608.0,75.0,68.88,siberian
Забайкальский край,2020,97.5,272.1,52.3,110.9,727.6,27048.0,664.0,13153.0,137.0,518.0,87.0,68.23,siberian
Забайкальский край,2021,97.4,299.8,50.9,109.5,792.4,29827.0,702.4,13057.0,135.0,542.0,62.0,66.82,siberian
Ивановская область,2005,125.7,207.7,51.0,135.5,824.5,3480.0,1168.1,29121.0,40.0,30.0,144.0,62.17,central
Ивановская область,2010,104.0,276.0,51.9,103.8,897.5,11124.0,787.3,32341.0,37.0,26.0,102.0,67.09,central
Ивановская область,2011,101.4,214.7,54.5,118.6,941.7,13006.0,704.0,30890.0,37.0,24.0,99.0,68.56,central
Ивановская область,2012,104.0,233.5,52.7,104.7,966.1,16015.0,657.9,30533.0,29.0,21.0,97.0,69.3,central
Ивановская область,2013,100.4,228.4,47.3,103.0,943.1,17754.0,634.3,32911.0,30.0,25.0,88.0,69.84,central
Ивановская область,2014,96.1,230.1,48.2,107.2,930.2,19832.0,642.3,34453.0,33.0,53.0,82.0,69.88,central
Ивановская область,2015,88.9,240.4,43.8,103.5,877.5,22297.0,614.0,35612.0,33.0,17.0,70.0,70.62,central
Ивановская область,2016,82.0,243.7,43.8,103.6,887.6,23676.0,593.0,34209.0,27.0,10.0,69.0,70.77,central
Ивановская область,2017,80.6,245.8,43.8,102.7,914.9,24860.0,574.5,31698.0,23.0,6.0,69.0,71.47,central
Ивановская область,2018,81.9,251.0,44.3,101.9,902.5,24503.0,584.4,29677.0,22.0,4.0,60.0,71.29,central
Ивановская область,2019,81.2,253.1,44.1,100.8,931.1,25794.0,562.6,27603.0,17.0,8.0,61.0,71.84,central
Ивановская область,2020,82.2,256.7,45.4,98.7,835.5,26284.0,632.5,25839.0,25.0,6.0,62.0,70.66,central
Ивановская область,2021,83.1,258.9,44.5,96.3,967.1,28680.0,706.4,24866.0,25.0,7.0,59.0,69.02,central
Иркутская область,2005,124.5,253.6,47.5,110.3,833.9,7119.0,1188.8,21857.0,502.0,2589.0,814.0,60.32,siberian
Иркутская область,2010,108.7,282.4,49.9,111.5,907.2,15110.0,849.4,21857.0,597.0,2821.0,594.0,65.26,siberian
Иркутская область,2011,111.9,279.1,50.9,118.8,920.5,16017.0,817.8,61591.0,621.0,3003.0,583.0,65.93,siberian
Иркутская область,2012,109.5,286.3,51.3,118.8,920.6,17820.0,809.9,62285.0,720.0,3251.0,614.0,66.32,siberian
Иркутская область,2013,111.8,288.2,48.1,114.4,946.3,18843.0,784.3,64761.0,686.0,3544.0,538.0,66.72,siberian
Иркутская область,2014,111.1,283.9,49.0,113.2,955.4,19617.0,798.7,66593.0,637.0,3314.0,500.0,66.87,siberian
Иркутская область,2015,106.0,281.6,45.5,111.4,952.2,21753.0,780.2,21857.0,639.0,2488.0,507.0,67.37,siberian
Иркутская область,2016,105.4,288.9,46.9,110.8,1000.6,22510.0,730.7,64669.0,642.0,2098.0,514.0,68.2,siberian
Иркутская область,2017,103.8,290.5,48.1,111.8,980.9,23507.0,660.6,62156.0,660.0,2320.0,524.0,69.19,siberian
Иркутская область,2018,98.1,295.3,48.7,110.4,965.9,24434.0,655.2,59557.0,641.0,2459.0,527.0,69.31,siberian
Иркутская область,2019,94.7,294.1,49.0,109.8,959.6,26355.0,650.9,21857.0,644.0,2426.0,510.0,69.55,siberian
Иркутская область,2020,93.7,297.3,49.2,109.6,881.5,27577.0,727.9,21857.0,655.0,2414.0,442.0,68.25,siberian
Иркутская область,2021,90.2,304.4,49.6,110.0,1073.7,30346.0,781.3,21857.0,663.0,2520.0,426.0,66.8,siberian
Кабардино-Балкарская Республика,2005,103.7,181.2,44.1,110.8,387.7,4190.0,499.7,21857.0,2.0,2.0,47.0,68.9,north_caucasian
Кабардино-Балкарская Республика,2010,97.3,183.9,44.0,108.9,399.8,11290.0,401.7,21857.0,3.0,2.0,33.0,72.11,north_caucasian
Кабардино-Балкарская Республика,2011,96.9,198.5,46.4,108.9,405.8,12636.0,397.7,12295.0,2.0,1.0,32.0,72.44,north_caucasian
Кабардино-Балкарская Республика,2012,97.5,199.8,44.2,109.9,402.6,13717.0,355.3,12616.0,3.0,1.0,30.0,73.27,north_caucasian
Кабардино-Балкарская Республика,2013,94.4,198.5,44.6,111.5,448.7,14982.0,370.1,12677.0,2.0,2.0,29.0,73.71,north_caucasian
Кабардино-Балкарская Республика,2014,87.5,208.6,45.9,113.7,434.7,16406.0,352.2,12392.0,2.0,1.0,29.0,74.16,north_caucasian
Кабардино-Балкарская Республика,2015,84.5,208.1,43.7,104.2,466.2,18976.0,341.1,21857.0,3.0,1.0,28.0,74.61,north_caucasian
Кабардино-Балкарская Республика,2016,81.7,222.5,45.1,104.3,447.3,19767.0,315.4,12740.0,4.0,0.5,29.0,75.12,north_caucasian
Кабардино-Балкарская Республика,2017,77.7,219.6,45.2,105.4,434.9,20439.0,305.1,12681.0,3.0,0.3,29.0,75.81,north_caucasian
Кабардино-Балкарская Республика,2018,75.1,215.9,45.3,106.8,445.9,20782.0,283.9,11848.0,3.0,0.1,31.0,76.28,north_caucasian
Кабардино-Балкарская Республика,2019,81.5,221.1,46.9,108.1,433.3,21475.0,280.4,21857.0,3.0,0.1,31.0,76.46,north_caucasian
Кабардино-Балкарская Республика,2020,77.8,221.3,48.1,108.6,455.8,22016.0,352.3,21857.0,3.0,0.1,29.0,74.37,north_caucasian
Кабардино-Балкарская Республика,2021,72.5,222.8,47.4,107.2,459.5,25929.0,366.0,21857.0,5.0,0.1,28.0,73.77,north_caucasian
Калининградская область,2005,105.0,217.2,35.7,83.7,702.7,6481.0,653.9928240740742,21857.0,28.0,5.0,139.0,61.48,north_western
Калининградская область,2010,78.0,218.3,34.5,77.5,799.9,16040.0,653.9928240740742,21857.0,29.0,13.0,88.0,68.75,north_western
Калининградская область,2011,77.2,227.5,35.4,76.7,811.8,16880.0,598.7,52004.0,25.0,13.0,91.0,69.9,north_western
Калининградская область,2012,90.6,243.3,41.5,88.2,811.8,19456.0,579.9,50840.0,25.0,10.0,103.0,70.12,north_western
Калининградская область,2013,89.9,251.6,44.0,90.9,810.5,20078.0,565.3,52688.0,21.0,9.0,102.0,70.51,north_western
Калининградская область,2014,90.4,247.3,42.7,87.6,755.1,22620.0,594.7,53023.0,19.0,11.0,103.0,70.28,north_western
Калининградская область,2015,88.4,260.7,44.6,88.1,701.5,25510.0,653.9928240740742,21857.0,20.0,26.0,107.0,70.58,north_western
